,status,gender,firstName,level,lastName,userId,ts,auth,page,sessionId,location,itemInSession,userAgent,method,length,song,artist,time,registration
7218739,200,M,Grayson,paid,Smith,1184205,1540253071000,Logged In,NextSong,105919,"Branson, MO",3,"""Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",PUT,265.76934,Creil City,Alliance Ethnik,2018-10-23 00:04:31,2018-07-15 04:55:07
14237892,307,M,Jayden,paid,Scott,1058744,1542070535000,Logged In,Thumbs Up,166143,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,,,,2018-11-13 00:55:35,2018-09-05 08:30:42
7231240,307,F,Calli,paid,Travis,1622733,1540255711000,Logged In,Save Settings,101366,"Scranton--Wilkes-Barre--Hazleton, PA",538,Mozilla/5.0 (Windows NT 6.0; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,,,,2018-10-23 00:48:31,2018-09-18 14:19:44
1312185,200,M,Ethan,paid,Leonard,1017934,1538690357000,Logged In,NextSong,42411,"Minneapolis-St. Paul-Bloomington, MN-WI",68,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,244.21832,Invasion 1,Matthew Good Band,2018-10-04 21:59:17,2018-08-31 19:20:18
14778697,200,F,Jaylee,paid,Harris,1566836,1542197282000,Logged In,NextSong,188953,"San Francisco-Oakland-Hayward, CA",137,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14""",PUT,426.44853,Ball & Chain (Album),Social Distortion,2018-11-14 12:08:02,2018-08-27 07:45:21
20119081,200,M,Ian,paid,Reed,1121010,1538820836000,Logged In,NextSong,6365,"New York-Newark-Jersey City, NY-NJ-PA",285,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,207.01995,If Looks Could Kill,Camera Obscura,2018-10-06 10:13:56,2018-09-24 11:38:46
14456403,200,M,Jairo,paid,Alexander,1291427,1542123115000,Logged In,NextSong,165773,"Hilo, HI",22,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",PUT,163.81342,Lethal Industry,TiÃÂ«sto,2018-11-13 15:31:55,2018-09-07 07:51:17
22372313,200,M,Payden,paid,Fox,1700322,1541765791000,Logged In,NextSong,24638,"Nashville-Davidson--Murfreesboro--Franklin, TN",54,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",PUT,244.08771,Cielo De Un Solo Color,No Te Va Gustar,2018-11-09 12:16:31,2018-07-20 08:01:43
16325205,200,F,Alyssa,paid,Fitzgerald,1377420,1542639499000,Logged In,NextSong,199776,"Omaha-Council Bluffs, NE-IA",697,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,196.85832,Whatever Makes You Happy,Paul Westerberg,2018-11-19 14:58:19,2018-09-17 22:23:26
8500377,200,F,Eva,paid,Jackson,1299911,1540538661000,Logged In,NextSong,122441,"Houston-The Woodlands-Sugar Land, TX",235,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36""",PUT,137.37751,Dope Nose,Weezer,2018-10-26 07:24:21,2018-05-17 21:46:04
20559855,200,F,Molly,paid,Jones,1331217,1540242151000,Logged In,NextSong,6210,"Houston-The Woodlands-Sugar Land, TX",56,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/6.1.5 Safari/537.77.4""",PUT,232.30649,Monsters Slapen Nooit,BlÃÂ¸f,2018-10-22 21:02:31,2018-09-24 05:11:17
7329401,200,F,Isabella,paid,Fuentes,1123829,1540278822000,Logged In,NextSong,104676,"New York-Newark-Jersey City, NY-NJ-PA",33,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",PUT,175.38567,Lying From You (Album Version),Linkin Park,2018-10-23 07:13:42,2018-09-12 12:30:38
24075253,307,F,Anna,paid,Todd,1037131,1540214563000,Logged In,Thumbs Up,2713,"Spokane-Spokane Valley, WA",157,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,,,,2018-10-22 13:22:43,2018-08-15 11:41:04
11475449,307,M,Jaden,paid,Anderson,1823692,1541325065000,Logged In,Thumbs Up,136706,"Raleigh, NC",561,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",PUT,,,,2018-11-04 09:51:05,2018-08-26 07:37:51
21977828,200,F,Kendall,paid,Cook,1741844,1540498893000,Logged In,Add to Playlist,17886,"San Angelo, TX",3,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,,,,2018-10-25 20:21:33,2018-09-25 02:33:00
13789473,200,F,Francesca,free,Clarke,1102442,1541945235000,Logged In,NextSong,173348,"Springfield, OH",19,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,254.58893,One More Goodbye,The Randy Rogers Band,2018-11-11 14:07:15,2018-03-17 13:37:41
1781300,200,F,Iyana,paid,Paul,1808085,1538813075000,Logged In,Help,44195,"New York-Newark-Jersey City, NY-NJ-PA",144,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",GET,,,,2018-10-06 08:04:35,2018-09-26 00:16:58
14148259,200,M,Nathaniel,paid,Davis,1532548,1542050692000,Logged In,NextSong,170815,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",98,"""Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",PUT,220.81261,Good,Karen Clark Sheard,2018-11-12 19:24:52,2018-09-15 05:41:26
10793363,200,F,Jenna,paid,West,1082279,1541121414000,Logged In,NextSong,146867,"Miami-Fort Lauderdale-West Palm Beach, FL",30,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,285.36118,Mason Jar,The Morning Benders,2018-11-02 01:16:54,2018-09-30 11:00:23
13298943,200,F,Khloe,paid,Moore,1307763,1541779998000,Logged In,NextSong,160795,"Sacramento--Roseville--Arden-Arcade, CA",278,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,655.77751,Sehr kosmisch,Harmonia,2018-11-09 16:13:18,2018-08-11 20:41:52
21406880,200,F,Melina,paid,Nunez,1627701,1539034681000,Logged In,NextSong,5740,"Los Angeles-Long Beach-Anaheim, CA",45,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",PUT,250.72281,Dans Ma Bulle (Edit Radio - Live 2006),Diam's,2018-10-08 21:38:01,2018-07-31 13:38:34
3401723,200,F,Jolie,paid,Wilson,1930289,1539253832000,Logged In,NextSong,66340,"Allentown-Bethlehem-Easton, PA-NJ",25,"""Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",PUT,177.13587,Smooth Sailing Remix,Method Man / Ghostface Killah / Solomon Childs / Streetlife,2018-10-11 10:30:32,2018-09-26 03:11:18
22082341,200,M,Eliyahu,paid,Riley,1715734,1540856489000,Logged In,NextSong,19271,"Los Angeles-Long Beach-Anaheim, CA",80,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",PUT,198.53016,Go On_ Say It,Blind Pilot,2018-10-29 23:41:29,2018-09-23 20:20:48
2311558,200,F,Katherine,paid,Vaughn,1515610,1539006696000,Logged In,Settings,52856,"Chicago-Naperville-Elgin, IL-IN-WI",38,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",GET,,,,2018-10-08 13:51:36,2018-09-17 17:23:12
15503601,200,M,Ernesto,paid,Brown,1336969,1542367502000,Logged In,NextSong,195884,"Detroit-Warren-Dearborn, MI",62,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",PUT,166.05995,Mrs Thompson,The Kooks,2018-11-16 11:25:02,2018-09-13 15:26:52
2929806,200,M,Collin,paid,Powell,1747828,1539144221000,Logged In,NextSong,11265,"New York-Newark-Jersey City, NY-NJ-PA",177,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,PUT,268.38159,Yellow,Coldplay,2018-10-10 04:03:41,2018-09-18 05:32:41
5755024,200,F,Maple,free,Weber,1440704,1539859489000,Logged In,NextSong,89286,"San Francisco-Oakland-Hayward, CA",65,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,59.68934,Open Tha Casket,X-Raided,2018-10-18 10:44:49,2018-09-21 22:28:41
14983841,307,F,Samantha,paid,Soto,1750884,1542241529000,Logged In,Thumbs Up,188144,"Spokane-Spokane Valley, WA",356,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,,,,2018-11-15 00:25:29,2018-08-14 08:54:19
9029076,200,F,Cecelia,free,Diaz,1181437,1540681757000,Logged In,NextSong,17576,"Washington-Arlington-Alexandria, DC-VA-MD-WV",61,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",PUT,196.33587,BedRock (Radio Edit) (feat.Lloyd),Young Money featuring Lloyd,2018-10-27 23:09:17,2018-09-03 04:51:46
8003785,200,M,Camden,paid,Martin,1661966,1540428741000,Logged In,NextSong,117542,"Dallas-Fort Worth-Arlington, TX",168,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",PUT,196.07465,Forest Tramp,The New Alchemy,2018-10-25 00:52:21,2018-03-26 08:55:31
11851139,307,F,Angela,paid,Moore,1952137,1541443277000,Logged In,Thumbs Up,151990,"Sacramento--Roseville--Arden-Arcade, CA",163,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",PUT,,,,2018-11-05 18:41:17,2018-06-24 07:27:59
24442039,307,M,Naeem,paid,Harper,1195617,1540778158000,Logged In,Add Friend,23191,"Rutland, VT",4,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",PUT,,,,2018-10-29 01:55:58,2018-06-15 10:27:09
210357,200,F,Fiona,paid,Myers,1576354,1538417799000,Logged In,NextSong,19138,"Houston-The Woodlands-Sugar Land, TX",71,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14""",PUT,244.84526,Sunday Morning,Maroon 5,2018-10-01 18:16:39,2018-09-25 04:11:31
1908246,200,M,Jesus,free,Pruitt,1978001,1538863292000,Logged In,NextSong,35290,"Birmingham-Hoover, AL",86,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",PUT,182.77832,Dear Maria_ Count Me In,All Time Low,2018-10-06 22:01:32,2018-09-22 04:27:48
10015893,200,M,Jayvon,free,Sanchez,1151821,1540945860000,Logged In,NextSong,134360,"Riverside-San Bernardino-Ontario, CA",50,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,130.2722,Chorinho,Chico Buarque,2018-10-31 00:31:00,2018-09-20 17:24:27
555346,200,F,Lashae,free,Fisher,1571656,1538507060000,Logged In,NextSong,29877,"Phoenix-Mesa-Scottsdale, AZ",61,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",PUT,210.15465,...Baby One More Time,Britney Spears,2018-10-02 19:04:20,2018-09-06 13:03:41
14273641,200,M,Daniel,paid,Kerr,1351489,1542079416000,Logged In,NextSong,114918,"Richmond, VA",19,"""Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",PUT,240.06485,Habalim,Voo Doo Phunk,2018-11-13 03:23:36,2018-09-15 14:07:46
16048324,200,M,Osiel,paid,Price,1452625,1542545722000,Logged In,NextSong,195555,"San Jose-Sunnyvale-Santa Clara, CA",28,Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,212.21832,Playground Love,Air,2018-11-18 12:55:22,2018-09-22 06:55:18
3206885,200,M,Maurice,paid,Jackson,1843733,1539207080000,Logged In,Add to Playlist,66871,"Miami-Fort Lauderdale-West Palm Beach, FL",30,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,,,,2018-10-10 21:31:20,2018-09-04 05:50:47
10232554,200,F,Christal,paid,Price,1555018,1540997851000,Logged In,Help,141629,"Washington-Arlington-Alexandria, DC-VA-MD-WV",35,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",GET,,,,2018-10-31 14:57:31,2018-05-24 04:24:41
25540264,200,F,Eva,paid,Weber,1891654,1542433530000,Logged In,NextSong,35888,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",105,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,153.10322,Main Offender,The Hives,2018-11-17 05:45:30,2018-08-29 17:55:25
23124335,200,M,Nolan,paid,Singleton,1626483,1538727446000,Logged In,NextSong,1172,"Yuma, AZ",298,"""Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,286.24934,Help I'm Alive,Metric,2018-10-05 08:17:26,2018-09-27 02:50:39
22512724,200,M,Jaydon,paid,Torres,1316047,1542254078000,Logged In,NextSong,25315,"Tampa-St. Petersburg-Clearwater, FL",18,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",PUT,250.95791,All Of The Champs That Ever Lived,Octopus Project,2018-11-15 03:54:38,2018-07-16 08:29:13
21791580,200,M,Ameir,free,Howard,1709016,1539973008000,Logged In,NextSong,15487,"Detroit-Warren-Dearborn, MI",18,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",PUT,153.05098,Naked As We Can,Iron And Wine,2018-10-19 18:16:48,2018-09-23 02:32:58
2167926,200,M,Talan,paid,Hamilton,1787032,1538967054000,Logged In,NextSong,21824,"Denver-Aurora-Lakewood, CO",109,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,271.72526,Jerusalem,Hadag Nachash,2018-10-08 02:50:54,2018-09-28 12:53:29
7208820,200,M,Victor,paid,Griffith,1607827,1540250927000,Logged In,NextSong,106826,"Salem, OR",126,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,299.02322,It's A Sin (2001 Digital Remaster),Pet Shop Boys,2018-10-22 23:28:47,2018-09-11 11:25:29
13808994,200,M,Wesley,paid,Nunez,1847889,1541952471000,Logged In,NextSong,169008,"Birmingham-Hoover, AL",431,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",PUT,537.59955,Esta noche,Francisca Valenzuela,2018-11-11 16:07:51,2018-09-22 22:27:54
23307968,200,F,Madelyn,paid,Alvarez,1359927,1539047102000,Logged In,NextSong,8892,"Sioux Falls, SD",14,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,270.65424,Paris_ Tokyo (Explicit Album Version),Lupe Fiasco,2018-10-09 01:05:02,2018-08-22 02:24:15
8921464,200,F,Sophie,free,Mcclure,1733894,1540644235000,Logged In,NextSong,8007,"Morgantown, WV",4,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,239.17669,Teach Me How To Dougie,California Swag District,2018-10-27 12:43:55,2018-08-12 10:28:37
10631885,200,F,Gabrielle,paid,Young,1042358,1541087346000,Logged In,NextSong,141596,"Norfolk, NE",254,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,243.87873,I'm Your Boogie Man,KC And The Sunshine Band,2018-11-01 15:49:06,2018-09-27 15:10:21
4100981,200,F,Ashley,paid,Miller,1956807,1539415455000,Logged In,NextSong,71628,"Nashville-Davidson--Murfreesboro--Franklin, TN",282,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",PUT,221.25669,Til Sommer,Nikolaj NÃÂ¸rlund,2018-10-13 07:24:15,2018-09-22 05:40:11
23434055,200,M,Titan,paid,Johnson,1404480,1539216391000,Logged In,NextSong,10377,"Rochester, MN",165,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",PUT,226.84689,Hypnotized (feat. PackFM & Club Dub),Cunninlynguists,2018-10-11 00:06:31,2018-09-12 17:14:03
5282805,200,M,Jordan,paid,Lewis,1909766,1539751348000,Logged In,NextSong,85902,"Seattle-Tacoma-Bellevue, WA",54,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,339.17342,To Love Somebody,Nina Simone,2018-10-17 04:42:28,2018-09-21 00:24:53
16056484,200,M,Nathaniel,paid,Johnson,1025582,1542549112000,Logged In,NextSong,188569,"College Station-Bryan, TX",9,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,121.25995,Samba Italiano,Adoniran Barbosa,2018-11-18 13:51:52,2018-08-25 03:09:51
13143060,200,F,Litzy,paid,Jones,1586895,1541741922000,Logged In,NextSong,165192,"Grants Pass, OR",226,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",PUT,220.05506,I'm Not Gonna Teach Your Boyfriend How To Dance With You,Black Kids,2018-11-09 05:38:42,2018-09-11 12:29:35
2182957,200,F,Angelina,paid,Singh,1495032,1538971625000,Logged In,NextSong,51612,"Santa Maria-Santa Barbara, CA",65,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) GSA/4.1.0.31802 Mobile/11D257 Safari/9537.53""",PUT,431.01995,Flash,Johan Gielen,2018-10-08 04:07:05,2018-08-24 13:24:27
1971032,200,M,Joshua,paid,Jordan,1571080,1538891910000,Logged In,NextSong,39945,"Gulfport-Biloxi-Pascagoula, MS",71,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",PUT,395.72853,OMG,Usher featuring will.i.am,2018-10-07 05:58:30,2018-09-25 15:06:25
278868,200,M,Omarion,free,Knight,1416906,1538434638000,Logged In,NextSong,24439,"Kingston, NY",14,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,239.35955,Around The World (Radio Edit),Daft Punk,2018-10-01 22:57:18,2018-09-15 04:52:15
8466372,200,M,Luka,paid,Miller,1880657,1540530325000,Logged In,NextSong,121165,"New Haven-Milford, CT",91,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",PUT,202.86649,Hit Or Miss,New Found Glory,2018-10-26 05:05:25,2018-08-05 23:17:46
5581860,200,F,Ilyn,paid,Hensley,1651787,1539818153000,Logged In,NextSong,81505,"Dallas-Fort Worth-Arlington, TX",144,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/6.1.5 Safari/537.77.4""",PUT,174.88934,Holes To Heaven,Jack Johnson,2018-10-17 23:15:53,2018-06-27 10:12:46
25597577,200,F,Karolina,paid,Paul,1924287,1542575036000,Logged In,NextSong,35903,"Knoxville, TN",102,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,208.40444,1988,1208,2018-11-18 21:03:56,2018-09-21 12:18:38
3013315,200,F,Maylin,paid,Ramirez,1977915,1539165851000,Logged In,NextSong,58999,"Detroit-Warren-Dearborn, MI",1,"""Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,220.55138,The Order (Album Version),Earth Crisis,2018-10-10 10:04:11,2018-08-31 18:59:42
15622529,200,M,Julian,paid,Todd,1270724,1542394104000,Logged In,NextSong,189779,"Columbus, GA-AL",89,"""Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,281.28608,There Goes My Baby,Usher,2018-11-16 18:48:24,2018-09-07 23:19:51
14564289,200,M,Brody,paid,Davis,1560520,1542145233000,Logged In,NextSong,187655,"Jacksonville, FL",45,"""Mozilla/5.0 (iPad; CPU OS 7_1_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D201 Safari/9537.53""",PUT,371.66975,Better To Reign In Hell,Cradle Of Filth,2018-11-13 21:40:33,2018-09-27 17:43:02
21239890,200,F,Jordan,paid,Reed,1287942,1538617114000,Logged In,NextSong,5889,"Omaha-Council Bluffs, NE-IA",55,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko,PUT,333.76608,Rio,Duran Duran,2018-10-04 01:38:34,2018-07-02 06:28:40
8363271,200,M,Nathaniel,paid,Davis,1532548,1540506693000,Logged In,NextSong,108807,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",223,"""Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",PUT,273.47546,Trouble,Coldplay,2018-10-25 22:31:33,2018-09-15 05:41:26
13636160,200,F,Janiyah,paid,Jordan,1965099,1541880668000,Logged In,Downgrade,173504,"New York-Newark-Jersey City, NY-NJ-PA",23,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,GET,,,,2018-11-10 20:11:08,2018-11-05 04:41:17
20188172,200,M,Sean,free,Medina,1608652,1539032542000,Logged In,Roll Advert,6901,"Chicago-Naperville-Elgin, IL-IN-WI",118,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",GET,,,,2018-10-08 21:02:22,2018-09-02 11:28:45
9596764,307,F,Nevaeh,paid,Hendricks,1772823,1540854707000,Logged In,Add Friend,134809,"Cleveland-Elyria, OH",78,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,,,,2018-10-29 23:11:47,2018-06-23 21:09:53
21512991,200,F,Emma,free,Stark,1194340,1539268321000,Logged In,NextSong,11007,"San Diego-Carlsbad, CA",16,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,252.44689,Click Click Boom,Saliva,2018-10-11 14:32:01,2018-08-10 22:00:31
4655738,200,F,Crystal,paid,Krause,1331827,1539613595000,Logged In,NextSong,81068,"Battle Creek, MI",196,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,339.87873,I Used To Love Him,Lauryn Hill Featuring Mary J. Blige,2018-10-15 14:26:35,2018-08-10 06:56:01
498073,200,F,Bianca,paid,Clark,1904742,1538494679000,Logged In,NextSong,23157,"Virginia Beach-Norfolk-Newport News, VA-NC",45,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,PUT,182.88281,16 Candles,The Crests,2018-10-02 15:37:59,2018-09-24 20:40:07
1292488,307,F,Desirae,paid,Hancock,1879165,1538686060000,Logged In,Add Friend,35397,"Torrington, CT",49,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",PUT,,,,2018-10-04 20:47:40,2018-08-03 05:10:22
23667718,200,F,Rocio,paid,Jackson,1781955,1539611593000,Logged In,NextSong,13342,"New York-Newark-Jersey City, NY-NJ-PA",9,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,175.5424,Urgency,Tilly & The Wall,2018-10-15 13:53:13,2018-09-17 20:40:14
3682273,200,F,Paola,paid,Barnes,1627452,1539315685000,Logged In,NextSong,71660,"Miami-Fort Lauderdale-West Palm Beach, FL",140,Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,200.61995,Diva,BeyoncÃÂ©,2018-10-12 03:41:25,2018-08-26 21:53:22
